,destination,passanger,weather,temperature,time,coupon,expiration,gender,age,maritalStatus,has_children,education,occupation,income,Bar,CoffeeHouse,CarryAway,RestaurantLessThan20,Restaurant20To50,toCoupon_GEQ15min,toCoupon_GEQ25min,direction_same,Y,target
2110,Home,Alone,Sunny,80,6PM,Coffee House,2h,Female,26,Single,0,Bachelors degree,Unemployed,Less than $12500,4~8,1~3,gt8,4~8,1~3,0,0,0,,1
10854,No Urgent Place,Friend(s),Snowy,30,2PM,Restaurant(<20),1d,Male,41,Single,0,Bachelors degree,Business & Financial,$62500 - $74999,1~3,4~8,1~3,4~8,4~8,0,0,0,,1
8925,Home,Alone,Rainy,55,6PM,Bar,1d,Male,36,Single,0,Graduate degree (Masters or Doctorate),Unemployed,Less than $12500,never,less1,less1,4~8,less1,1,1,0,,0
6013,Home,Alone,Sunny,55,10PM,Carry out & Take away,1d,Female,26,Single,0,Bachelors degree,Unemployed,Less than $12500,4~8,1~3,gt8,4~8,1~3,1,1,0,,0
4200,No Urgent Place,Partner,Sunny,80,10AM,Coffee House,1d,Male,41,Married partner,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$37500 - $49999,less1,less1,gt8,gt8,4~8,0,0,0,,1
3320,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Male,36,Married partner,1,Graduate degree (Masters or Doctorate),Life Physical Social Science,$100000 or More,less1,4~8,1~3,1~3,less1,1,0,0,,0
8041,No Urgent Place,Friend(s),Sunny,55,10AM,Coffee House,1d,Male,31,Single,0,Some college - no degree,Unemployed,$12500 - $24999,1~3,less1,4~8,less1,never,1,0,0,,1
4637,No Urgent Place,Friend(s),Sunny,55,2PM,Coffee House,1d,Female,50plus,Divorced,1,Graduate degree (Masters or Doctorate),Sales & Related,$37500 - $49999,less1,1~3,4~8,1~3,less1,0,0,0,,1
4,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Female,21,Unmarried partner,1,Some college - no degree,Unemployed,$37500 - $49999,never,never,,4~8,1~3,1,0,0,,0
2158,Work,Alone,Sunny,80,7AM,Carry out & Take away,2h,Female,36,Married partner,1,Graduate degree (Masters or Doctorate),Business & Financial,$100000 or More,never,4~8,1~3,4~8,1~3,0,0,1,,1
6051,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),1d,Female,26,Single,1,High School Graduate,Unemployed,Less than $12500,less1,less1,4~8,1~3,never,1,0,0,,1
11585,Home,Partner,Sunny,30,10PM,Restaurant(<20),2h,Male,36,Unmarried partner,0,Some college - no degree,Construction & Extraction,$25000 - $37499,never,4~8,4~8,less1,less1,1,0,1,,1
10596,Home,Kid(s),Sunny,30,6PM,Bar,2h,Female,26,Married partner,1,Bachelors degree,Arts Design Entertainment Sports & Media,$50000 - $62499,never,never,less1,less1,less1,1,0,0,,0
5493,Work,Alone,Sunny,80,7AM,Coffee House,2h,Female,41,Single,1,Some college - no degree,Business & Financial,$12500 - $24999,never,less1,less1,less1,never,0,0,1,,0
8024,No Urgent Place,Friend(s),Snowy,30,10PM,Carry out & Take away,1d,Male,21,Single,0,Bachelors degree,Unemployed,$50000 - $62499,less1,1~3,1~3,less1,less1,1,0,0,,0
12459,No Urgent Place,Friend(s),Sunny,80,10PM,Bar,1d,Male,41,Divorced,1,High School Graduate,Sales & Related,$12500 - $24999,never,less1,less1,1~3,4~8,1,0,0,,0
9910,Home,Alone,Rainy,55,6PM,Bar,1d,Male,21,Unmarried partner,0,Some college - no degree,Student,$12500 - $24999,never,less1,gt8,4~8,1~3,1,1,0,,0
6752,Work,Alone,Rainy,55,7AM,Bar,1d,Male,21,Single,0,Some college - no degree,Unemployed,$75000 - $87499,1~3,4~8,less1,less1,never,0,0,0,,0
11581,Home,Alone,Rainy,55,10PM,Coffee House,2h,Male,36,Unmarried partner,0,Some college - no degree,Construction & Extraction,$25000 - $37499,never,4~8,4~8,less1,less1,0,0,1,,1
11624,Home,Kid(s),Sunny,55,10PM,Restaurant(20-50),2h,Male,41,Married partner,1,Some college - no degree,Business & Financial,$100000 or More,less1,less1,1~3,1~3,less1,1,0,0,,0
6492,Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Male,41,Divorced,1,Bachelors degree,Sales & Related,$62500 - $74999,never,never,4~8,1~3,never,1,1,0,,1
1868,Home,Alone,Sunny,80,6PM,Coffee House,2h,Male,21,Single,0,Bachelors degree,Architecture & Engineering,$50000 - $62499,1~3,never,less1,4~8,never,0,0,0,,0
8908,Work,Alone,Rainy,55,7AM,Carry out & Take away,2h,Male,26,Unmarried partner,0,Associates degree,Management,$12500 - $24999,less1,less1,4~8,1~3,less1,1,0,1,,1
1154,No Urgent Place,Partner,Sunny,80,10AM,Coffee House,2h,Female,31,Married partner,0,Some college - no degree,Computer & Mathematical,$100000 or More,less1,less1,gt8,4~8,less1,1,0,0,,1
7985,Home,Alone,Snowy,30,10PM,Restaurant(20-50),2h,Male,36,Married partner,1,Bachelors degree,Business & Financial,$75000 - $87499,less1,less1,4~8,1~3,1~3,0,0,0,,0
10011,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(20-50),1d,Male,26,Single,0,Bachelors degree,Community & Social Services,$25000 - $37499,4~8,4~8,1~3,4~8,1~3,1,0,0,,0
6605,No Urgent Place,Kid(s),Rainy,55,6PM,Carry out & Take away,1d,Male,36,Married partner,1,Bachelors degree,Sales & Related,$62500 - $74999,never,never,less1,1~3,1~3,1,0,0,,1
2870,No Urgent Place,Kid(s),Sunny,55,2PM,Restaurant(<20),1d,Female,31,Married partner,1,Some college - no degree,Business & Financial,$37500 - $49999,,,,,,1,0,0,,1
3488,Work,Alone,Sunny,80,7AM,Restaurant(20-50),1d,Female,41,Married partner,1,Some college - no degree,Unemployed,$25000 - $37499,never,never,4~8,1~3,less1,1,0,0,,0
2092,Work,Alone,Sunny,80,7AM,Carry out & Take away,2h,Female,36,Divorced,1,Graduate degree (Masters or Doctorate),Student,$12500 - $24999,never,gt8,gt8,gt8,1~3,0,0,1,,0
4585,Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Female,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Education&Training&Library,$37500 - $49999,never,1~3,1~3,1~3,less1,1,1,0,,1
3335,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,2h,Male,46,Unmarried partner,1,Bachelors degree,Business & Financial,$62500 - $74999,never,less1,4~8,1~3,never,1,0,0,,0
7123,Home,Partner,Sunny,80,6PM,Coffee House,1d,Male,31,Married partner,0,Graduate degree (Masters or Doctorate),Education&Training&Library,$62500 - $74999,less1,less1,4~8,4~8,less1,0,0,1,,0
9166,No Urgent Place,Alone,Sunny,30,10AM,Carry out & Take away,1d,Male,31,Single,0,Bachelors degree,Office & Administrative Support,$25000 - $37499,never,less1,less1,less1,less1,1,0,0,,1
5186,Work,Alone,Sunny,80,7AM,Coffee House,2h,Female,50plus,Single,0,Graduate degree (Masters or Doctorate),Education&Training&Library,$12500 - $24999,never,never,4~8,4~8,less1,0,0,1,,0
2499,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,2h,Male,21,Single,0,Some college - no degree,Student,$100000 or More,less1,less1,1~3,less1,never,1,0,0,,0
1239,No Urgent Place,Friend(s),Sunny,80,10AM,Bar,1d,Male,26,Single,0,Graduate degree (Masters or Doctorate),Sales & Related,$12500 - $24999,less1,4~8,4~8,1~3,never,0,0,0,,1
12556,Home,Alone,Sunny,80,6PM,Carry out & Take away,2h,Female,26,Married partner,0,Bachelors degree,Office & Administrative Support,$50000 - $62499,never,less1,1~3,1~3,never,1,0,1,,1
5195,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),2h,Female,50plus,Unmarried partner,1,Some college - no degree,Management,$37500 - $49999,never,never,4~8,1~3,less1,1,0,0,,0
12082,Work,Alone,Rainy,55,7AM,Carry out & Take away,1d,Female,46,Married partner,1,Bachelors degree,Business & Financial,$100000 or More,never,4~8,4~8,1~3,,0,0,0,,1
1972,No Urgent Place,Kid(s),Sunny,80,10AM,Bar,1d,Male,36,Married partner,1,Some college - no degree,Management,$75000 - $87499,1~3,1~3,1~3,4~8,less1,1,0,0,,0
1206,Home,Alone,Sunny,55,6PM,Bar,1d,Female,31,Married partner,1,Some college - no degree,Sales & Related,$12500 - $24999,1~3,,4~8,4~8,,0,0,1,,1
10950,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Female,31,Married partner,1,Bachelors degree,Student,$37500 - $49999,never,less1,gt8,4~8,less1,0,0,0,,0
10630,Home,Alone,Sunny,80,6PM,Carry out & Take away,1d,Male,21,Single,0,Bachelors degree,Protective Service,$25000 - $37499,never,never,gt8,less1,less1,0,0,0,,1
4388,Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Male,21,Unmarried partner,0,Some college - no degree,Student,Less than $12500,less1,1~3,4~8,4~8,never,0,0,1,,1
11345,No Urgent Place,Friend(s),Sunny,80,10PM,Bar,1d,Male,31,Single,0,Associates degree,Unemployed,Less than $12500,less1,less1,less1,1~3,less1,1,0,0,,1
6967,Home,Alone,Snowy,30,6PM,Coffee House,1d,Female,31,Married partner,0,Some college - no degree,Computer & Mathematical,$100000 or More,less1,less1,gt8,4~8,less1,1,0,0,,0
1354,No Urgent Place,Partner,Sunny,80,10AM,Coffee House,2h,Male,26,Unmarried partner,0,Some college - no degree,Sales & Related,$50000 - $62499,1~3,4~8,gt8,1~3,1~3,0,0,0,,1
6068,Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Female,26,Single,1,High School Graduate,Unemployed,Less than $12500,less1,less1,4~8,1~3,never,0,0,1,,1
6847,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(20-50),2h,Female,46,Married partner,1,Some High School,Unemployed,$12500 - $24999,never,never,less1,less1,never,1,0,0,,1
12588,Work,Alone,Snowy,30,7AM,Bar,1d,Male,21,Single,0,Some college - no degree,Student,$12500 - $24999,never,never,1~3,1~3,less1,1,1,0,,0
3438,No Urgent Place,Alone,Sunny,55,10AM,Coffee House,2h,Male,26,Single,0,Associates degree,Office & Administrative Support,$37500 - $49999,4~8,less1,1~3,4~8,1~3,0,0,0,,1
3710,Work,Alone,Sunny,55,7AM,Restaurant(<20),1d,Female,26,Unmarried partner,0,High School Graduate,Business & Financial,$12500 - $24999,never,1~3,less1,1~3,never,0,0,0,,0
3969,Home,Alone,Sunny,80,6PM,Coffee House,2h,Female,21,Single,0,Bachelors degree,Arts Design Entertainment Sports & Media,$12500 - $24999,never,1~3,gt8,1~3,1~3,0,0,0,,1
720,Work,Alone,Sunny,55,7AM,Coffee House,2h,Male,36,Unmarried partner,0,Bachelors degree,Education&Training&Library,$25000 - $37499,less1,never,4~8,gt8,less1,1,0,0,,0
7832,Home,Alone,Sunny,80,6PM,Bar,2h,Male,21,Single,0,Bachelors degree,Unemployed,$100000 or More,less1,4~8,1~3,less1,less1,0,0,1,,1
7815,Work,Alone,Sunny,80,7AM,Restaurant(<20),1d,Male,36,Married partner,0,Associates degree,Management,$100000 or More,1~3,1~3,1~3,1~3,1~3,0,0,1,,1
4370,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),2h,Male,21,Unmarried partner,0,Some college - no degree,Student,Less than $12500,less1,1~3,4~8,4~8,never,1,0,0,,1
5572,No Urgent Place,Kid(s),Sunny,80,10AM,Bar,2h,Male,36,Married partner,1,Graduate degree (Masters or Doctorate),Transportation & Material Moving,$87500 - $99999,less1,less1,less1,1~3,less1,1,0,0,,0
4728,Home,Alone,Sunny,80,6PM,Coffee House,1d,Male,below21,Single,0,Some college - no degree,Student,$87500 - $99999,never,4~8,,4~8,less1,0,0,0,,1
8759,No Urgent Place,Alone,Sunny,80,10AM,Coffee House,1d,Female,50plus,Single,0,Graduate degree (Masters or Doctorate),Education&Training&Library,$87500 - $99999,1~3,1~3,less1,1~3,less1,1,0,0,,0
11064,No Urgent Place,Friend(s),Snowy,30,2PM,Restaurant(<20),1d,Female,36,Married partner,1,Some college - no degree,Unemployed,Less than $12500,never,never,4~8,less1,less1,0,0,0,,1
724,No Urgent Place,Friend(s),Sunny,80,10AM,Carry out & Take away,2h,Male,41,Single,0,Some college - no degree,Sales & Related,$37500 - $49999,never,never,4~8,1~3,less1,1,0,0,,0
8390,No Urgent Place,Friend(s),Sunny,80,6PM,Coffee House,1d,Female,50plus,Single,0,Bachelors degree,Installation Maintenance & Repair,$25000 - $37499,never,4~8,4~8,gt8,less1,0,0,0,,1
114,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Male,26,Unmarried partner,0,Bachelors degree,Student,$50000 - $62499,1~3,gt8,4~8,1~3,less1,0,0,0,,1
3164,No Urgent Place,Alone,Sunny,55,2PM,Restaurant(<20),1d,Male,50plus,Married partner,1,Some college - no degree,Retired,$87500 - $99999,never,never,1~3,1~3,less1,0,0,0,,1
12390,Work,Alone,Snowy,30,7AM,Bar,1d,Male,26,Single,0,Bachelors degree,Unemployed,$12500 - $24999,1~3,less1,4~8,1~3,less1,1,1,0,,1
7614,Home,Alone,Snowy,30,10PM,Restaurant(20-50),2h,Female,36,Unmarried partner,1,Some college - no degree,Computer & Mathematical,$12500 - $24999,never,1~3,less1,1~3,4~8,0,0,0,,1
112,No Urgent Place,Friend(s),Sunny,80,10AM,Bar,1d,Male,26,Unmarried partner,0,Bachelors degree,Student,$50000 - $62499,1~3,gt8,4~8,1~3,less1,0,0,0,,1
9115,No Urgent Place,Partner,Sunny,80,2PM,Restaurant(20-50),1d,Female,21,Married partner,0,Some college - no degree,Student,Less than $12500,less1,gt8,4~8,1~3,1~3,0,0,0,,1
11634,Work,Alone,Sunny,80,7AM,Restaurant(20-50),2h,Male,41,Married partner,1,Some college - no degree,Business & Financial,$100000 or More,less1,less1,1~3,1~3,less1,0,0,1,,0
2234,No Urgent Place,Partner,Sunny,80,10AM,Coffee House,2h,Female,26,Married partner,0,Associates degree,Management,$12500 - $24999,never,less1,gt8,4~8,never,0,0,0,,0
2046,Work,Alone,Sunny,55,7AM,Bar,1d,Female,26,Married partner,1,Some college - no degree,Management,$25000 - $37499,less1,1~3,1~3,4~8,1~3,1,1,0,,1
12072,No Urgent Place,Alone,Sunny,80,10AM,Restaurant(<20),2h,Female,46,Married partner,1,Bachelors degree,Business & Financial,$100000 or More,never,4~8,4~8,1~3,,0,0,0,,1
10535,No Urgent Place,Alone,Sunny,80,10PM,Restaurant(<20),1d,Female,50plus,Married partner,1,High School Graduate,Retired,$75000 - $87499,never,never,4~8,less1,1~3,0,0,0,,1
5574,No Urgent Place,Kid(s),Sunny,55,2PM,Coffee House,2h,Male,36,Married partner,1,Graduate degree (Masters or Doctorate),Transportation & Material Moving,$87500 - $99999,less1,less1,less1,1~3,less1,1,0,0,,0
1256,Work,Alone,Sunny,80,7AM,Carry out & Take away,2h,Male,26,Single,0,Graduate degree (Masters or Doctorate),Sales & Related,$12500 - $24999,less1,4~8,4~8,1~3,never,0,0,1,,0
11907,Work,Alone,Snowy,30,7AM,Coffee House,1d,Male,26,Single,0,Some college - no degree,Unemployed,$100000 or More,1~3,never,4~8,1~3,less1,0,0,1,,0
5615,Home,Alone,Sunny,55,6PM,Restaurant(20-50),2h,Male,26,Single,0,Associates degree,Management,$37500 - $49999,4~8,1~3,4~8,1~3,less1,1,0,0,,0
3163,Work,Alone,Sunny,55,7AM,Coffee House,2h,Male,41,Married partner,1,Graduate degree (Masters or Doctorate),Management,$62500 - $74999,1~3,1~3,1~3,4~8,less1,1,0,0,,0
4468,Home,Alone,Sunny,80,10PM,Restaurant(<20),2h,Female,36,Single,1,Graduate degree (Masters or Doctorate),Education&Training&Library,$37500 - $49999,less1,never,4~8,1~3,less1,0,0,1,,0
6432,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),1d,Female,26,Single,1,Some college - no degree,Office & Administrative Support,$37500 - $49999,1~3,never,1~3,1~3,1~3,1,0,0,,1
4438,No Urgent Place,Friend(s),Sunny,55,2PM,Coffee House,1d,Male,below21,Unmarried partner,0,Some college - no degree,Student,$12500 - $24999,less1,gt8,4~8,1~3,less1,0,0,0,,1
12133,No Urgent Place,Friend(s),Sunny,30,10AM,Carry out & Take away,2h,Female,21,Unmarried partner,0,Bachelors degree,Unemployed,$25000 - $37499,never,never,1~3,1~3,less1,0,0,0,,0
2551,Home,Alone,Sunny,55,6PM,Bar,1d,Female,26,Single,0,Some college - no degree,Office & Administrative Support,$37500 - $49999,4~8,4~8,4~8,4~8,less1,0,0,1,,1
7188,Home,Alone,Snowy,30,10PM,Restaurant(20-50),2h,Male,46,Single,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$37500 - $49999,never,gt8,1~3,4~8,less1,0,0,0,,0
4775,Home,Alone,Sunny,80,6PM,Coffee House,1d,Male,50plus,Married partner,1,Associates degree,Unemployed,$37500 - $49999,less1,less1,less1,4~8,less1,0,0,1,,0
11837,Home,Alone,Sunny,80,6PM,Restaurant(20-50),1d,Female,50plus,Widowed,1,Associates degree,Healthcare Support,$12500 - $24999,less1,less1,4~8,1~3,less1,0,0,1,,0
4516,Home,Alone,Sunny,80,10PM,Restaurant(<20),2h,Female,36,Unmarried partner,0,Graduate degree (Masters or Doctorate),Legal,$62500 - $74999,1~3,gt8,4~8,gt8,1~3,0,0,1,,0
11241,No Urgent Place,Alone,Rainy,55,10AM,Bar,1d,Female,36,Married partner,1,Bachelors degree,Unemployed,$87500 - $99999,less1,less1,less1,less1,less1,1,0,0,,0
11586,Home,Partner,Rainy,55,6PM,Carry out & Take away,1d,Male,36,Unmarried partner,0,Some college - no degree,Construction & Extraction,$25000 - $37499,never,4~8,4~8,less1,less1,0,0,1,,1
5479,No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Female,41,Single,1,Some college - no degree,Business & Financial,$12500 - $24999,never,less1,less1,less1,never,1,0,0,,0
4527,No Urgent Place,Friend(s),Sunny,55,2PM,Coffee House,1d,Female,46,Married partner,1,Some college - no degree,Personal Care & Service,$37500 - $49999,never,less1,less1,1~3,less1,0,0,0,,1
6088,Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Female,50plus,Single,0,Graduate degree (Masters or Doctorate),Unemployed,Less than $12500,never,gt8,1~3,less1,less1,1,1,0,,1
1176,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Male,26,Married partner,1,Bachelors degree,Computer & Mathematical,$100000 or More,1~3,gt8,4~8,gt8,4~8,1,0,0,,0
2513,Work,Alone,Sunny,80,7AM,Carry out & Take away,2h,Male,21,Single,0,Some college - no degree,Student,$100000 or More,less1,less1,1~3,less1,never,0,0,1,,0
4084,Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Female,36,Married partner,1,Some college - no degree,Computer & Mathematical,$25000 - $37499,never,never,1~3,less1,never,0,0,1,,1
716,Work,Alone,Sunny,55,7AM,Bar,1d,Male,36,Unmarried partner,0,Bachelors degree,Education&Training&Library,$25000 - $37499,less1,never,4~8,gt8,less1,1,1,0,,1
9206,No Urgent Place,Friend(s),Sunny,30,10PM,Carry out & Take away,1d,Male,26,Single,0,Bachelors degree,Sales & Related,$75000 - $87499,never,never,4~8,4~8,less1,1,0,0,,1
9131,Home,Partner,Rainy,55,6PM,Coffee House,1d,Female,21,Married partner,0,Some college - no degree,Student,Less than $12500,less1,gt8,4~8,1~3,1~3,0,0,1,,1
12380,Home,Alone,Sunny,30,6PM,Carry out & Take away,1d,Male,26,Single,0,Bachelors degree,Unemployed,$12500 - $24999,1~3,less1,4~8,1~3,less1,0,0,0,,1
3647,No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Female,31,Married partner,1,Bachelors degree,Sales & Related,$12500 - $24999,less1,1~3,1~3,1~3,less1,0,0,0,,1
5499,Work,Alone,Sunny,55,7AM,Coffee House,1d,Female,41,Single,1,Some college - no degree,Business & Financial,$12500 - $24999,never,less1,less1,less1,never,1,0,0,,0
9591,Home,Alone,Snowy,30,10PM,Restaurant(<20),2h,Female,31,Unmarried partner,1,Bachelors degree,Computer & Mathematical,$62500 - $74999,never,1~3,4~8,1~3,1~3,1,1,0,,0
1451,Work,Alone,Sunny,55,7AM,Coffee House,2h,Female,46,Single,0,Some college - no degree,Sales & Related,$25000 - $37499,never,never,1~3,less1,less1,1,1,0,,0
11957,No Urgent Place,Friend(s),Sunny,80,10PM,Bar,1d,Male,50plus,Married partner,1,Graduate degree (Masters or Doctorate),Education&Training&Library,$25000 - $37499,less1,1~3,1~3,1~3,less1,1,0,0,,1
8591,No Urgent Place,Partner,Sunny,80,10PM,Restaurant(<20),1d,Female,21,Unmarried partner,0,Bachelors degree,Education&Training&Library,$25000 - $37499,1~3,1~3,less1,1~3,never,1,0,0,,1
11405,Home,Partner,Rainy,55,6PM,Carry out & Take away,1d,Male,50plus,Married partner,0,Graduate degree (Masters or Doctorate),Retired,$50000 - $62499,less1,less1,less1,less1,less1,0,0,1,,1
2380,No Urgent Place,Friend(s),Sunny,80,10AM,Bar,1d,Male,26,Single,0,Some college - no degree,Computer & Mathematical,$87500 - $99999,,,,,,0,0,0,,1
5375,Home,Alone,Sunny,55,6PM,Restaurant(20-50),2h,Male,26,Single,0,Bachelors degree,Business & Financial,$100000 or More,4~8,1~3,1~3,1~3,less1,1,0,0,,0
2655,No Urgent Place,Kid(s),Sunny,80,10AM,Carry out & Take away,2h,Female,26,Married partner,1,Bachelors degree,Architecture & Engineering,$37500 - $49999,never,1~3,1~3,1~3,less1,1,0,0,,1
7871,No Urgent Place,Alone,Sunny,80,10AM,Coffee House,1d,Female,50plus,Single,1,Bachelors degree,Office & Administrative Support,$37500 - $49999,less1,4~8,1~3,1~3,1~3,0,0,0,,1
3371,No Urgent Place,Friend(s),Sunny,55,2PM,Carry out & Take away,1d,Male,26,Single,0,High School Graduate,Sales & Related,$12500 - $24999,never,never,4~8,1~3,never,1,0,0,,1
8092,No Urgent Place,Kid(s),Sunny,55,2PM,Coffee House,1d,Female,50plus,Married partner,1,Some college - no degree,Education&Training&Library,$50000 - $62499,less1,never,4~8,1~3,less1,1,0,0,,0
8272,Home,Partner,Sunny,30,10PM,Carry out & Take away,2h,Female,36,Married partner,1,Associates degree,Healthcare Practitioners & Technical,$75000 - $87499,less1,never,4~8,1~3,less1,1,0,0,,1
2104,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Female,26,Single,0,Bachelors degree,Unemployed,Less than $12500,4~8,1~3,gt8,4~8,1~3,1,0,0,,1
11776,Work,Alone,Snowy,30,7AM,Restaurant(<20),1d,Female,26,Single,0,Bachelors degree,Office & Administrative Support,$12500 - $24999,less1,less1,less1,less1,less1,1,0,0,,0
1017,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,2h,Female,50plus,Divorced,1,Graduate degree (Masters or Doctorate),Retired,$12500 - $24999,1~3,4~8,4~8,4~8,less1,1,0,0,,0
4515,Home,Alone,Sunny,80,6PM,Coffee House,2h,Female,36,Unmarried partner,0,Graduate degree (Masters or Doctorate),Legal,$62500 - $74999,1~3,gt8,4~8,gt8,1~3,1,1,0,,0
12576,No Urgent Place,Alone,Snowy,30,10AM,Restaurant(<20),1d,Male,21,Single,0,Some college - no degree,Student,$12500 - $24999,never,never,1~3,1~3,less1,1,0,0,,0
10440,Home,Alone,Sunny,80,10PM,Restaurant(20-50),1d,Female,21,Single,0,High School Graduate,Unemployed,Less than $12500,1~3,4~8,gt8,gt8,4~8,1,0,0,,1
8912,No Urgent Place,Alone,Sunny,80,10AM,Coffee House,2h,Male,36,Single,0,Graduate degree (Masters or Doctorate),Unemployed,Less than $12500,never,less1,less1,4~8,less1,1,0,0,,0
449,Work,Alone,Sunny,80,7AM,Carry out & Take away,2h,Male,26,Single,0,Bachelors degree,Computer & Mathematical,$50000 - $62499,never,1~3,1~3,less1,less1,0,0,1,,0
3882,Work,Alone,Sunny,55,7AM,Coffee House,2h,Female,26,Married partner,0,Bachelors degree,Healthcare Practitioners & Technical,$100000 or More,never,1~3,1~3,4~8,less1,1,1,0,,0
