,destination,passanger,weather,temperature,time,coupon,expiration,gender,age,maritalStatus,has_children,education,occupation,income,Bar,CoffeeHouse,CarryAway,RestaurantLessThan20,Restaurant20To50,toCoupon_GEQ15min,toCoupon_GEQ25min,direction_same,target,to_Coupon,coupon_freq,occupation_class
11988,Home,Partner,Sunny,30,10PM,Bar,2h,Female,21,Married partner,1,Bachelors degree,Unemployed,$37500 - $49999,never,less1,1~3,1~3,less1,1,1,0,0,2,never,Medium_Low_Acceptance
1118,Work,Alone,Sunny,80,7AM,Restaurant(20-50),1d,Female,41,Married partner,1,Associates degree,Unemployed,$75000 - $87499,never,less1,4~8,1~3,less1,1,0,0,0,1,less1,Medium_Low_Acceptance
10538,Home,Alone,Sunny,80,6PM,Restaurant(<20),1d,Female,50plus,Married partner,1,High School Graduate,Retired,$75000 - $87499,never,never,4~8,less1,1~3,0,0,1,1,0,less1,Low_Acceptance
9003,No Urgent Place,Friend(s),Sunny,55,10AM,Restaurant(<20),2h,Male,below21,Single,0,Some college - no degree,Food Preparation & Serving Related,$87500 - $99999,less1,gt8,1~3,1~3,less1,1,0,0,1,1,1~3,Medium_Acceptance
8517,No Urgent Place,Kid(s),Rainy,55,6PM,Carry out & Take away,2h,Female,21,Married partner,1,Some college - no degree,Student,$12500 - $24999,1~3,1~3,4~8,4~8,never,1,0,0,0,1,4~8,Medium_High_Acceptance
6367,Work,Alone,Sunny,55,7AM,Coffee House,1d,Female,21,Married partner,0,Some college - no degree,Unemployed,$50000 - $62499,less1,4~8,4~8,4~8,4~8,1,0,0,1,1,4~8,Medium_Low_Acceptance
4444,No Urgent Place,Partner,Sunny,80,6PM,Bar,2h,Male,below21,Unmarried partner,0,Some college - no degree,Student,$12500 - $24999,less1,gt8,4~8,1~3,less1,1,0,0,0,1,less1,Medium_High_Acceptance
10334,Work,Alone,Rainy,55,7AM,Carry out & Take away,2h,Female,21,Married partner,1,Associates degree,Unemployed,$50000 - $62499,never,1~3,1~3,1~3,1~3,1,0,1,0,1,1~3,Medium_Low_Acceptance
10052,Work,Alone,Rainy,55,7AM,Bar,1d,Male,26,Married partner,0,Graduate degree (Masters or Doctorate),Community & Social Services,$100000 or More,less1,gt8,4~8,gt8,1~3,1,1,0,0,2,less1,Low_Acceptance
11031,Work,Alone,Rainy,55,7AM,Carry out & Take away,1d,Female,26,Single,0,Bachelors degree,Unemployed,$25000 - $37499,1~3,never,1~3,4~8,1~3,0,0,0,1,0,1~3,Medium_Low_Acceptance
8841,Work,Alone,Sunny,30,7AM,Carry out & Take away,1d,Female,31,Married partner,0,Some college - no degree,Arts Design Entertainment Sports & Media,$100000 or More,less1,less1,gt8,4~8,less1,1,0,0,1,1,gt8,Low_Acceptance
903,No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Female,31,Unmarried partner,1,Associates degree,Education&Training&Library,$50000 - $62499,never,never,4~8,1~3,never,0,0,0,1,0,never,Low_Acceptance
12166,Home,Alone,Sunny,80,6PM,Restaurant(20-50),1d,Female,31,Single,0,Associates degree,Arts Design Entertainment Sports & Media,$75000 - $87499,never,less1,gt8,1~3,less1,0,0,1,0,0,less1,Low_Acceptance
6404,Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Male,31,Single,0,High School Graduate,Unemployed,$12500 - $24999,never,never,1~3,1~3,1~3,1,1,0,1,2,1~3,Medium_Low_Acceptance
435,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,2h,Male,26,Single,0,Bachelors degree,Computer & Mathematical,$50000 - $62499,never,1~3,1~3,less1,less1,1,0,0,0,1,1~3,Medium_Acceptance
9006,No Urgent Place,Alone,Sunny,30,10AM,Carry out & Take away,1d,Male,below21,Single,0,Some college - no degree,Food Preparation & Serving Related,$87500 - $99999,less1,gt8,1~3,1~3,less1,1,0,0,1,1,1~3,Medium_Acceptance
5582,Work,Alone,Sunny,80,7AM,Coffee House,2h,Male,36,Married partner,1,Graduate degree (Masters or Doctorate),Transportation & Material Moving,$87500 - $99999,less1,less1,less1,1~3,less1,0,0,1,1,0,less1,Medium_High_Acceptance
11037,No Urgent Place,Friend(s),Sunny,80,10PM,Bar,1d,Male,46,Single,0,Some college - no degree,Sales & Related,Less than $12500,1~3,1~3,4~8,4~8,4~8,1,0,0,0,1,1~3,Medium_Low_Acceptance
7606,No Urgent Place,Friend(s),Sunny,30,10PM,Restaurant(<20),2h,Female,36,Unmarried partner,1,Some college - no degree,Computer & Mathematical,$12500 - $24999,never,1~3,less1,1~3,4~8,0,0,0,1,0,1~3,Medium_Acceptance
2110,Home,Alone,Sunny,80,6PM,Coffee House,2h,Female,26,Single,0,Bachelors degree,Unemployed,Less than $12500,4~8,1~3,gt8,4~8,1~3,0,0,0,1,0,1~3,Medium_Low_Acceptance
10854,No Urgent Place,Friend(s),Snowy,30,2PM,Restaurant(<20),1d,Male,41,Single,0,Bachelors degree,Business & Financial,$62500 - $74999,1~3,4~8,1~3,4~8,4~8,0,0,0,1,0,4~8,Medium_Acceptance
8925,Home,Alone,Rainy,55,6PM,Bar,1d,Male,36,Single,0,Graduate degree (Masters or Doctorate),Unemployed,Less than $12500,never,less1,less1,4~8,less1,1,1,0,0,2,never,Medium_Low_Acceptance
6013,Home,Alone,Sunny,55,10PM,Carry out & Take away,1d,Female,26,Single,0,Bachelors degree,Unemployed,Less than $12500,4~8,1~3,gt8,4~8,1~3,1,1,0,0,2,gt8,Medium_Low_Acceptance
4200,No Urgent Place,Partner,Sunny,80,10AM,Coffee House,1d,Male,41,Married partner,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$37500 - $49999,less1,less1,gt8,gt8,4~8,0,0,0,1,0,less1,Medium_Acceptance
3320,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Male,36,Married partner,1,Graduate degree (Masters or Doctorate),Life Physical Social Science,$100000 or More,less1,4~8,1~3,1~3,less1,1,0,0,0,1,4~8,Medium_Acceptance
8041,No Urgent Place,Friend(s),Sunny,55,10AM,Coffee House,1d,Male,31,Single,0,Some college - no degree,Unemployed,$12500 - $24999,1~3,less1,4~8,less1,never,1,0,0,1,1,less1,Medium_Low_Acceptance
4637,No Urgent Place,Friend(s),Sunny,55,2PM,Coffee House,1d,Female,50plus,Divorced,1,Graduate degree (Masters or Doctorate),Sales & Related,$37500 - $49999,less1,1~3,4~8,1~3,less1,0,0,0,1,0,1~3,Medium_Low_Acceptance
4,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Female,21,Unmarried partner,1,Some college - no degree,Unemployed,$37500 - $49999,never,never,1~3,4~8,1~3,1,0,0,0,1,never,Medium_Low_Acceptance
2158,Work,Alone,Sunny,80,7AM,Carry out & Take away,2h,Female,36,Married partner,1,Graduate degree (Masters or Doctorate),Business & Financial,$100000 or More,never,4~8,1~3,4~8,1~3,0,0,1,1,0,1~3,Medium_Acceptance
6051,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),1d,Female,26,Single,1,High School Graduate,Unemployed,Less than $12500,less1,less1,4~8,1~3,never,1,0,0,1,1,1~3,Medium_Low_Acceptance
11585,Home,Partner,Sunny,30,10PM,Restaurant(<20),2h,Male,36,Unmarried partner,0,Some college - no degree,Construction & Extraction,$25000 - $37499,never,4~8,4~8,less1,less1,1,0,1,1,1,less1,High_Acceptance
10596,Home,Kid(s),Sunny,30,6PM,Bar,2h,Female,26,Married partner,1,Bachelors degree,Arts Design Entertainment Sports & Media,$50000 - $62499,never,never,less1,less1,less1,1,0,0,0,1,never,Low_Acceptance
5493,Work,Alone,Sunny,80,7AM,Coffee House,2h,Female,41,Single,1,Some college - no degree,Business & Financial,$12500 - $24999,never,less1,less1,less1,never,0,0,1,0,0,less1,Medium_Acceptance
8024,No Urgent Place,Friend(s),Snowy,30,10PM,Carry out & Take away,1d,Male,21,Single,0,Bachelors degree,Unemployed,$50000 - $62499,less1,1~3,1~3,less1,less1,1,0,0,0,1,1~3,Medium_Low_Acceptance
12459,No Urgent Place,Friend(s),Sunny,80,10PM,Bar,1d,Male,41,Divorced,1,High School Graduate,Sales & Related,$12500 - $24999,never,less1,less1,1~3,4~8,1,0,0,0,1,never,Medium_Low_Acceptance
9910,Home,Alone,Rainy,55,6PM,Bar,1d,Male,21,Unmarried partner,0,Some college - no degree,Student,$12500 - $24999,never,less1,gt8,4~8,1~3,1,1,0,0,2,never,Medium_High_Acceptance
6752,Work,Alone,Rainy,55,7AM,Bar,1d,Male,21,Single,0,Some college - no degree,Unemployed,$75000 - $87499,1~3,4~8,less1,less1,never,0,0,0,0,0,1~3,Medium_Low_Acceptance
11581,Home,Alone,Rainy,55,10PM,Coffee House,2h,Male,36,Unmarried partner,0,Some college - no degree,Construction & Extraction,$25000 - $37499,never,4~8,4~8,less1,less1,0,0,1,1,0,4~8,High_Acceptance
11624,Home,Kid(s),Sunny,55,10PM,Restaurant(20-50),2h,Male,41,Married partner,1,Some college - no degree,Business & Financial,$100000 or More,less1,less1,1~3,1~3,less1,1,0,0,0,1,less1,Medium_Acceptance
6492,Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Male,41,Divorced,1,Bachelors degree,Sales & Related,$62500 - $74999,never,never,4~8,1~3,never,1,1,0,1,2,4~8,Medium_Low_Acceptance
1868,Home,Alone,Sunny,80,6PM,Coffee House,2h,Male,21,Single,0,Bachelors degree,Architecture & Engineering,$50000 - $62499,1~3,never,less1,4~8,never,0,0,0,0,0,never,High_Acceptance
8908,Work,Alone,Rainy,55,7AM,Carry out & Take away,2h,Male,26,Unmarried partner,0,Associates degree,Management,$12500 - $24999,less1,less1,4~8,1~3,less1,1,0,1,1,1,4~8,Medium_Acceptance
1154,No Urgent Place,Partner,Sunny,80,10AM,Coffee House,2h,Female,31,Married partner,0,Some college - no degree,Computer & Mathematical,$100000 or More,less1,less1,gt8,4~8,less1,1,0,0,1,1,less1,Medium_Acceptance
7985,Home,Alone,Snowy,30,10PM,Restaurant(20-50),2h,Male,36,Married partner,1,Bachelors degree,Business & Financial,$75000 - $87499,less1,less1,4~8,1~3,1~3,0,0,0,0,0,1~3,Medium_Acceptance
10011,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(20-50),1d,Male,26,Single,0,Bachelors degree,Community & Social Services,$25000 - $37499,4~8,4~8,1~3,4~8,1~3,1,0,0,0,1,1~3,Low_Acceptance
6605,No Urgent Place,Kid(s),Rainy,55,6PM,Carry out & Take away,1d,Male,36,Married partner,1,Bachelors degree,Sales & Related,$62500 - $74999,never,never,less1,1~3,1~3,1,0,0,1,1,less1,Medium_Low_Acceptance
2870,No Urgent Place,Kid(s),Sunny,55,2PM,Restaurant(<20),1d,Female,31,Married partner,1,Some college - no degree,Business & Financial,$37500 - $49999,never,less1,1~3,1~3,less1,1,0,0,1,1,1~3,Medium_Acceptance
3488,Work,Alone,Sunny,80,7AM,Restaurant(20-50),1d,Female,41,Married partner,1,Some college - no degree,Unemployed,$25000 - $37499,never,never,4~8,1~3,less1,1,0,0,0,1,less1,Medium_Low_Acceptance
2092,Work,Alone,Sunny,80,7AM,Carry out & Take away,2h,Female,36,Divorced,1,Graduate degree (Masters or Doctorate),Student,$12500 - $24999,never,gt8,gt8,gt8,1~3,0,0,1,0,0,gt8,Medium_High_Acceptance
4585,Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Female,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Education&Training&Library,$37500 - $49999,never,1~3,1~3,1~3,less1,1,1,0,1,2,1~3,Low_Acceptance
3335,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,2h,Male,46,Unmarried partner,1,Bachelors degree,Business & Financial,$62500 - $74999,never,less1,4~8,1~3,never,1,0,0,0,1,less1,Medium_Acceptance
7123,Home,Partner,Sunny,80,6PM,Coffee House,1d,Male,31,Married partner,0,Graduate degree (Masters or Doctorate),Education&Training&Library,$62500 - $74999,less1,less1,4~8,4~8,less1,0,0,1,0,0,less1,Low_Acceptance
9166,No Urgent Place,Alone,Sunny,30,10AM,Carry out & Take away,1d,Male,31,Single,0,Bachelors degree,Office & Administrative Support,$25000 - $37499,never,less1,less1,less1,less1,1,0,0,1,1,less1,Medium_High_Acceptance
5186,Work,Alone,Sunny,80,7AM,Coffee House,2h,Female,50plus,Single,0,Graduate degree (Masters or Doctorate),Education&Training&Library,$12500 - $24999,never,never,4~8,4~8,less1,0,0,1,0,0,never,Low_Acceptance
2499,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,2h,Male,21,Single,0,Some college - no degree,Student,$100000 or More,less1,less1,1~3,less1,never,1,0,0,0,1,less1,Medium_High_Acceptance
1239,No Urgent Place,Friend(s),Sunny,80,10AM,Bar,1d,Male,26,Single,0,Graduate degree (Masters or Doctorate),Sales & Related,$12500 - $24999,less1,4~8,4~8,1~3,never,0,0,0,1,0,less1,Medium_Low_Acceptance
12556,Home,Alone,Sunny,80,6PM,Carry out & Take away,2h,Female,26,Married partner,0,Bachelors degree,Office & Administrative Support,$50000 - $62499,never,less1,1~3,1~3,never,1,0,1,1,1,1~3,Medium_High_Acceptance
5195,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),2h,Female,50plus,Unmarried partner,1,Some college - no degree,Management,$37500 - $49999,never,never,4~8,1~3,less1,1,0,0,0,1,1~3,Medium_Acceptance
12082,Work,Alone,Rainy,55,7AM,Carry out & Take away,1d,Female,46,Married partner,1,Bachelors degree,Business & Financial,$100000 or More,never,4~8,4~8,1~3,less1,0,0,0,1,0,4~8,Medium_Acceptance
1972,No Urgent Place,Kid(s),Sunny,80,10AM,Bar,1d,Male,36,Married partner,1,Some college - no degree,Management,$75000 - $87499,1~3,1~3,1~3,4~8,less1,1,0,0,0,1,1~3,Medium_Acceptance
1206,Home,Alone,Sunny,55,6PM,Bar,1d,Female,31,Married partner,1,Some college - no degree,Sales & Related,$12500 - $24999,1~3,less1,4~8,4~8,less1,0,0,1,1,0,1~3,Medium_Low_Acceptance
10950,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Female,31,Married partner,1,Bachelors degree,Student,$37500 - $49999,never,less1,gt8,4~8,less1,0,0,0,0,0,4~8,Medium_High_Acceptance
10630,Home,Alone,Sunny,80,6PM,Carry out & Take away,1d,Male,21,Single,0,Bachelors degree,Protective Service,$25000 - $37499,never,never,gt8,less1,less1,0,0,0,1,0,gt8,High_Acceptance
4388,Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Male,21,Unmarried partner,0,Some college - no degree,Student,Less than $12500,less1,1~3,4~8,4~8,never,0,0,1,1,0,4~8,Medium_High_Acceptance
11345,No Urgent Place,Friend(s),Sunny,80,10PM,Bar,1d,Male,31,Single,0,Associates degree,Unemployed,Less than $12500,less1,less1,less1,1~3,less1,1,0,0,1,1,less1,Medium_Low_Acceptance
6967,Home,Alone,Snowy,30,6PM,Coffee House,1d,Female,31,Married partner,0,Some college - no degree,Computer & Mathematical,$100000 or More,less1,less1,gt8,4~8,less1,1,0,0,0,1,less1,Medium_Acceptance
1354,No Urgent Place,Partner,Sunny,80,10AM,Coffee House,2h,Male,26,Unmarried partner,0,Some college - no degree,Sales & Related,$50000 - $62499,1~3,4~8,gt8,1~3,1~3,0,0,0,1,0,4~8,Medium_Low_Acceptance
6068,Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Female,26,Single,1,High School Graduate,Unemployed,Less than $12500,less1,less1,4~8,1~3,never,0,0,1,1,0,4~8,Medium_Low_Acceptance
6847,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(20-50),2h,Female,46,Married partner,1,Some High School,Unemployed,$12500 - $24999,never,never,less1,less1,never,1,0,0,1,1,never,Medium_Low_Acceptance
12588,Work,Alone,Snowy,30,7AM,Bar,1d,Male,21,Single,0,Some college - no degree,Student,$12500 - $24999,never,never,1~3,1~3,less1,1,1,0,0,2,never,Medium_High_Acceptance
3438,No Urgent Place,Alone,Sunny,55,10AM,Coffee House,2h,Male,26,Single,0,Associates degree,Office & Administrative Support,$37500 - $49999,4~8,less1,1~3,4~8,1~3,0,0,0,1,0,less1,Medium_High_Acceptance
3710,Work,Alone,Sunny,55,7AM,Restaurant(<20),1d,Female,26,Unmarried partner,0,High School Graduate,Business & Financial,$12500 - $24999,never,1~3,less1,1~3,never,0,0,0,0,0,1~3,Medium_Acceptance
3969,Home,Alone,Sunny,80,6PM,Coffee House,2h,Female,21,Single,0,Bachelors degree,Arts Design Entertainment Sports & Media,$12500 - $24999,never,1~3,gt8,1~3,1~3,0,0,0,1,0,1~3,Low_Acceptance
720,Work,Alone,Sunny,55,7AM,Coffee House,2h,Male,36,Unmarried partner,0,Bachelors degree,Education&Training&Library,$25000 - $37499,less1,never,4~8,gt8,less1,1,0,0,0,1,never,Low_Acceptance
7832,Home,Alone,Sunny,80,6PM,Bar,2h,Male,21,Single,0,Bachelors degree,Unemployed,$100000 or More,less1,4~8,1~3,less1,less1,0,0,1,1,0,less1,Medium_Low_Acceptance
7815,Work,Alone,Sunny,80,7AM,Restaurant(<20),1d,Male,36,Married partner,0,Associates degree,Management,$100000 or More,1~3,1~3,1~3,1~3,1~3,0,0,1,1,0,1~3,Medium_Acceptance
4370,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),2h,Male,21,Unmarried partner,0,Some college - no degree,Student,Less than $12500,less1,1~3,4~8,4~8,never,1,0,0,1,1,4~8,Medium_High_Acceptance
5572,No Urgent Place,Kid(s),Sunny,80,10AM,Bar,2h,Male,36,Married partner,1,Graduate degree (Masters or Doctorate),Transportation & Material Moving,$87500 - $99999,less1,less1,less1,1~3,less1,1,0,0,0,1,less1,Medium_High_Acceptance
4728,Home,Alone,Sunny,80,6PM,Coffee House,1d,Male,below21,Single,0,Some college - no degree,Student,$87500 - $99999,never,4~8,1~3,4~8,less1,0,0,0,1,0,4~8,Medium_High_Acceptance
8759,No Urgent Place,Alone,Sunny,80,10AM,Coffee House,1d,Female,50plus,Single,0,Graduate degree (Masters or Doctorate),Education&Training&Library,$87500 - $99999,1~3,1~3,less1,1~3,less1,1,0,0,0,1,1~3,Low_Acceptance
11064,No Urgent Place,Friend(s),Snowy,30,2PM,Restaurant(<20),1d,Female,36,Married partner,1,Some college - no degree,Unemployed,Less than $12500,never,never,4~8,less1,less1,0,0,0,1,0,less1,Medium_Low_Acceptance
724,No Urgent Place,Friend(s),Sunny,80,10AM,Carry out & Take away,2h,Male,41,Single,0,Some college - no degree,Sales & Related,$37500 - $49999,never,never,4~8,1~3,less1,1,0,0,0,1,4~8,Medium_Low_Acceptance
8390,No Urgent Place,Friend(s),Sunny,80,6PM,Coffee House,1d,Female,50plus,Single,0,Bachelors degree,Installation Maintenance & Repair,$25000 - $37499,never,4~8,4~8,gt8,less1,0,0,0,1,0,4~8,Medium_Low_Acceptance
114,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Male,26,Unmarried partner,0,Bachelors degree,Student,$50000 - $62499,1~3,gt8,4~8,1~3,less1,0,0,0,1,0,gt8,Medium_High_Acceptance
3164,No Urgent Place,Alone,Sunny,55,2PM,Restaurant(<20),1d,Male,50plus,Married partner,1,Some college - no degree,Retired,$87500 - $99999,never,never,1~3,1~3,less1,0,0,0,1,0,1~3,Low_Acceptance
12390,Work,Alone,Snowy,30,7AM,Bar,1d,Male,26,Single,0,Bachelors degree,Unemployed,$12500 - $24999,1~3,less1,4~8,1~3,less1,1,1,0,1,2,1~3,Medium_Low_Acceptance
7614,Home,Alone,Snowy,30,10PM,Restaurant(20-50),2h,Female,36,Unmarried partner,1,Some college - no degree,Computer & Mathematical,$12500 - $24999,never,1~3,less1,1~3,4~8,0,0,0,1,0,4~8,Medium_Acceptance
112,No Urgent Place,Friend(s),Sunny,80,10AM,Bar,1d,Male,26,Unmarried partner,0,Bachelors degree,Student,$50000 - $62499,1~3,gt8,4~8,1~3,less1,0,0,0,1,0,1~3,Medium_High_Acceptance
9115,No Urgent Place,Partner,Sunny,80,2PM,Restaurant(20-50),1d,Female,21,Married partner,0,Some college - no degree,Student,Less than $12500,less1,gt8,4~8,1~3,1~3,0,0,0,1,0,1~3,Medium_High_Acceptance
11634,Work,Alone,Sunny,80,7AM,Restaurant(20-50),2h,Male,41,Married partner,1,Some college - no degree,Business & Financial,$100000 or More,less1,less1,1~3,1~3,less1,0,0,1,0,0,less1,Medium_Acceptance
2234,No Urgent Place,Partner,Sunny,80,10AM,Coffee House,2h,Female,26,Married partner,0,Associates degree,Management,$12500 - $24999,never,less1,gt8,4~8,never,0,0,0,0,0,less1,Medium_Acceptance
2046,Work,Alone,Sunny,55,7AM,Bar,1d,Female,26,Married partner,1,Some college - no degree,Management,$25000 - $37499,less1,1~3,1~3,4~8,1~3,1,1,0,1,2,less1,Medium_Acceptance
12072,No Urgent Place,Alone,Sunny,80,10AM,Restaurant(<20),2h,Female,46,Married partner,1,Bachelors degree,Business & Financial,$100000 or More,never,4~8,4~8,1~3,less1,0,0,0,1,0,1~3,Medium_Acceptance
10535,No Urgent Place,Alone,Sunny,80,10PM,Restaurant(<20),1d,Female,50plus,Married partner,1,High School Graduate,Retired,$75000 - $87499,never,never,4~8,less1,1~3,0,0,0,1,0,less1,Low_Acceptance
5574,No Urgent Place,Kid(s),Sunny,55,2PM,Coffee House,2h,Male,36,Married partner,1,Graduate degree (Masters or Doctorate),Transportation & Material Moving,$87500 - $99999,less1,less1,less1,1~3,less1,1,0,0,0,1,less1,Medium_High_Acceptance
1256,Work,Alone,Sunny,80,7AM,Carry out & Take away,2h,Male,26,Single,0,Graduate degree (Masters or Doctorate),Sales & Related,$12500 - $24999,less1,4~8,4~8,1~3,never,0,0,1,0,0,4~8,Medium_Low_Acceptance
11907,Work,Alone,Snowy,30,7AM,Coffee House,1d,Male,26,Single,0,Some college - no degree,Unemployed,$100000 or More,1~3,never,4~8,1~3,less1,0,0,1,0,0,never,Medium_Low_Acceptance
5615,Home,Alone,Sunny,55,6PM,Restaurant(20-50),2h,Male,26,Single,0,Associates degree,Management,$37500 - $49999,4~8,1~3,4~8,1~3,less1,1,0,0,0,1,less1,Medium_Acceptance
3163,Work,Alone,Sunny,55,7AM,Coffee House,2h,Male,41,Married partner,1,Graduate degree (Masters or Doctorate),Management,$62500 - $74999,1~3,1~3,1~3,4~8,less1,1,0,0,0,1,1~3,Medium_Acceptance
4468,Home,Alone,Sunny,80,10PM,Restaurant(<20),2h,Female,36,Single,1,Graduate degree (Masters or Doctorate),Education&Training&Library,$37500 - $49999,less1,never,4~8,1~3,less1,0,0,1,0,0,1~3,Low_Acceptance
6432,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),1d,Female,26,Single,1,Some college - no degree,Office & Administrative Support,$37500 - $49999,1~3,never,1~3,1~3,1~3,1,0,0,1,1,1~3,Medium_High_Acceptance
4438,No Urgent Place,Friend(s),Sunny,55,2PM,Coffee House,1d,Male,below21,Unmarried partner,0,Some college - no degree,Student,$12500 - $24999,less1,gt8,4~8,1~3,less1,0,0,0,1,0,gt8,Medium_High_Acceptance
12133,No Urgent Place,Friend(s),Sunny,30,10AM,Carry out & Take away,2h,Female,21,Unmarried partner,0,Bachelors degree,Unemployed,$25000 - $37499,never,never,1~3,1~3,less1,0,0,0,0,0,1~3,Medium_Low_Acceptance
2551,Home,Alone,Sunny,55,6PM,Bar,1d,Female,26,Single,0,Some college - no degree,Office & Administrative Support,$37500 - $49999,4~8,4~8,4~8,4~8,less1,0,0,1,1,0,4~8,Medium_High_Acceptance
7188,Home,Alone,Snowy,30,10PM,Restaurant(20-50),2h,Male,46,Single,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$37500 - $49999,never,gt8,1~3,4~8,less1,0,0,0,0,0,less1,Medium_Acceptance
4775,Home,Alone,Sunny,80,6PM,Coffee House,1d,Male,50plus,Married partner,1,Associates degree,Unemployed,$37500 - $49999,less1,less1,less1,4~8,less1,0,0,1,0,0,less1,Medium_Low_Acceptance
11837,Home,Alone,Sunny,80,6PM,Restaurant(20-50),1d,Female,50plus,Widowed,1,Associates degree,Healthcare Support,$12500 - $24999,less1,less1,4~8,1~3,less1,0,0,1,0,0,less1,High_Acceptance
4516,Home,Alone,Sunny,80,10PM,Restaurant(<20),2h,Female,36,Unmarried partner,0,Graduate degree (Masters or Doctorate),Legal,$62500 - $74999,1~3,gt8,4~8,gt8,1~3,0,0,1,0,0,gt8,Low_Acceptance
